3.000000,1680029374.258926,2
3.333333,1680029374.460195,2
3.633333,1680029374.462014,2
3.908563,1680029374.462030,2
1.000000,1680029374.462272,2
2.000000,1680029374.462897,2
3.000000,1680029374.663111,2
3.333333,1680029374.668030,2
3.633333,1680029374.668383,2
3.908563,1680029374.668726,2
1.000000,1680029374.866967,2
2.000000,1680029374.867269,2
3.000000,1680029374.870142,2
3.333333,1680029375.067303,2
3.633333,1680029375.069873,2
3.908563,1680029375.070199,2
1.000000,1680029375.071596,2
2.000000,1680029375.072493,2
3.000000,1680029375.270186,2
3.333333,1680029375.273727,2
3.633333,1680029375.273749,2
3.908563,1680029375.273765,2
1.000000,1680029375.472706,2
2.000000,1680029375.473228,2
3.000000,1680029375.475926,2
3.333333,1680029375.675875,2
3.633333,1680029375.676208,2
3.908563,1680029375.676531,2
1.000000,1680029375.677787,2
2.000000,1680029375.678663,2
3.000000,1680029375.877714,2
3.333333,1680029375.878855,2
3.633333,1680029375.878869,2
3.908563,1680029376.080666,2
4.164411,1680029376.081077,2
4.404541,1680029376.081439,2
4.631580,1680029376.283660,2
4.847489,1680029376.492379,2
5.053781,1680029376.492593,2
5.251653,1680029376.704524,2
5.442069,1680029376.705535,2
5.625823,1680029376.706693,2
5.803574,1680029376.707452,2
5.975882,1680029376.908147,2
6.143221,1680029376.909072,2
6.306002,1680029376.909612,2
6.464581,1680029377.113490,2
6.619270,1680029377.114425,2
6.770345,1680029377.115402,2
6.918047,1680029377.116043,2
7.062597,1680029377.316638,2
7.204188,1680029377.320049,2
7.342996,1680029377.320950,2
7.479180,1680029377.518708,2
7.612885,1680029377.518871,2
7.744241,1680029377.519142,2
7.873369,1680029377.519658,2
8.000380,1680029377.520937,2
8.125374,1680029377.521853,2
8.248445,1680029377.721223,2
8.369680,1680029377.721567,2
8.489159,1680029377.722786,2
8.606956,1680029377.723560,2
8.723141,1680029377.724175,2
8.837779,1680029377.724779,2
8.950929,1680029377.725367,2
9.062650,1680029377.924434,2
9.172993,1680029377.925328,2
9.282008,1680029377.926119,2
9.389744,1680029377.926977,2
9.496243,1680029377.928418,2
9.601548,1680029377.929053,2
9.705698,1680029377.929671,2
9.808730,1680029378.126122,2
9.910680,1680029378.126686,2
10.011581,1680029378.129043,2
10.111465,1680029378.129689,2
10.210363,1680029378.130695,2
10.308303,1680029378.131019,2
1.000000,1680029378.131578,5
1.000000,1680029378.333294,2
1.000000,1680029378.334288,2
1.000000,1680029378.335018,2
1.000000,1680029378.335690,2
1.000000,1680029378.336317,2
1.000000,1680029378.336947,2
2.000000,1680029378.535747,2
3.000000,1680029378.536087,2
3.333333,1680029378.537028,2
1.000000,1680029378.540611,2
1.000000,1680029378.541200,2
1.000000,1680029378.739079,2
2.000000,1680029378.739619,2
3.000000,1680029378.740463,2
3.333333,1680029378.744054,2
3.633333,1680029378.744776,2
3.908563,1680029378.942260,2
1.000000,1680029378.942528,2
1.000000,1680029378.942700,2
1.000000,1680029378.943563,2
1.000000,1680029378.945093,2
1.000000,1680029379.144598,2
2.000000,1680029379.145248,2
3.000000,1680029379.145934,2
3.333333,1680029379.346599,2
1.000000,1680029379.346986,2
2.000000,1680029379.347615,2
3.000000,1680029379.348929,2
3.333333,1680029379.548826,2
3.633333,1680029379.548856,2
3.908563,1680029379.548968,2
1.000000,1680029379.550095,2
2.000000,1680029379.551015,2
3.000000,1680029379.751618,2
3.333333,1680029379.752042,2
3.633333,1680029379.752213,2
3.908563,1680029379.752254,2
1.000000,1680029379.956319,2
2.000000,1680029379.956822,2
3.000000,1680029379.957697,2
3.333333,1680029380.158163,2
3.633333,1680029380.158187,2
3.908563,1680029380.158203,2
1.000000,1680029380.159309,2
2.000000,1680029380.160208,2
3.000000,1680029380.359976,2
3.333333,1680029380.362407,2
3.633333,1680029380.362784,2
3.908563,1680029380.363541,2
1.000000,1680029380.570044,2
2.000000,1680029380.570227,2
3.000000,1680029380.570411,2
2.000000,1680029381.399799,2
3.000000,1680029381.400840,2
3.333333,1680029381.403010,2
3.633333,1680029381.403683,2
3.908563,1680029381.623955,2
4.164411,1680029381.624423,2
4.404541,1680029381.624895,2
4.631580,1680029381.827271,2
4.847489,1680029381.827318,2
5.053781,1680029381.827395,2
5.251653,1680029382.029199,2
5.442069,1680029382.029236,2
5.625823,1680029382.029271,2
5.803574,1680029382.029330,2
5.975882,1680029382.237411,2
6.143221,1680029382.237475,2
6.306002,1680029382.237504,2
6.464581,1680029382.237529,2
6.619270,1680029382.439480,2
6.770345,1680029382.439541,2
6.918047,1680029382.439589,2
7.062597,1680029382.439645,2
7.204188,1680029382.641844,2
7.342996,1680029382.641866,2
1.000000,1680029382.641946,3
1.000000,1680029382.641985,2
1.000000,1680029382.843766,2
2.000000,1680029382.843824,2
3.000000,1680029383.045871,2
3.333333,1680029383.045891,2
3.633333,1680029383.045938,2
3.908563,1680029383.249071,2
4.164411,1680029383.249119,2
4.404541,1680029383.451612,2
4.631580,1680029383.451676,2
4.847489,1680029383.451751,2
5.053781,1680029383.654882,2
5.251653,1680029383.655053,2
5.442069,1680029383.655114,2
5.625823,1680029383.861377,2
5.803574,1680029383.862205,2
5.975882,1680029383.862942,2
6.143221,1680029383.863961,2
6.306002,1680029384.064805,2
6.464581,1680029384.065041,2
6.619270,1680029384.065367,2
6.770345,1680029384.065974,2
6.918047,1680029384.066591,2
7.062597,1680029384.266233,2
7.204188,1680029384.266354,2
7.342996,1680029384.266462,2
7.479180,1680029384.266574,2
7.612885,1680029384.267464,2
7.744241,1680029384.469611,2
7.873369,1680029384.470644,2
8.000380,1680029384.471821,2
8.125374,1680029384.472538,2
8.248445,1680029384.473005,2
8.369680,1680029384.473427,2
8.489159,1680029384.674293,2
8.606956,1680029384.674843,2
8.723141,1680029384.675772,2
8.837779,1680029384.676410,2
8.950929,1680029384.676995,2
9.062650,1680029384.876038,2
9.172993,1680029384.876054,2
1.000000,1680029384.878046,4
1.000000,1680029385.079605,2
2.000000,1680029385.282264,2
3.000000,1680029385.483997,2
3.333333,1680029385.484201,2
3.633333,1680029385.686015,2
3.908563,1680029385.888001,2
4.164411,1680029385.888576,2
4.404541,1680029386.090156,2
4.631580,1680029386.090333,2
4.847489,1680029386.292668,2
5.053781,1680029386.292917,2
5.251653,1680029386.495250,2
5.442069,1680029386.495438,2
5.625823,1680029386.495809,2
5.803574,1680029386.496409,2
5.975882,1680029386.697867,2
6.143221,1680029386.698082,2
6.306002,1680029386.698199,2
6.464581,1680029386.698310,2
6.619270,1680029386.903714,2
6.770345,1680029386.903846,2
6.918047,1680029386.903957,2
7.062597,1680029386.904167,2
7.204188,1680029386.904423,2
7.342996,1680029387.105751,2
7.479180,1680029387.105909,2
7.612885,1680029387.106056,2
7.744241,1680029387.106393,2
7.873369,1680029387.107105,2
8.000380,1680029387.308647,2
8.125374,1680029387.309579,2
8.248445,1680029387.310472,2
8.369680,1680029387.311210,2
8.489159,1680029387.311842,2
8.606956,1680029387.312460,2
8.723141,1680029387.510518,2
8.837779,1680029387.510721,2
8.950929,1680029387.511092,2
9.062650,1680029387.511964,2
9.172993,1680029387.513317,2
9.282008,1680029387.514100,2
9.389744,1680029387.514756,2
9.496243,1680029387.712700,2
9.601548,1680029387.712940,2
9.705698,1680029387.713268,2
9.808730,1680029387.714244,2
9.910680,1680029387.714790,2
10.011581,1680029387.717003,2
10.111465,1680029387.717429,2
10.210363,1680029387.717929,2
10.308303,1680029387.914608,2
10.405312,1680029387.915176,2
10.501417,1680029387.916160,2
10.596642,1680029387.918000,2
10.691011,1680029387.918695,2
10.784548,1680029387.920046,2
10.877273,1680029387.920954,2
10.969208,1680029387.921406,2
11.060372,1680029387.921847,2
2.000000,1680029388.116240,5
3.000000,1680029388.116556,5
4.000000,1680029388.118193,5
5.000000,1680029388.120771,5
6.000000,1680029388.121047,5
6.166667,1680029388.121627,5
