1.000000,1680029365.069029,64
2.000000,1680029368.272260,2
2.000000,1680029368.474717,2
2.000000,1680029368.681095,2
2.000000,1680029368.851796,2
2.000000,1680029369.033004,2
3.000000,1680029369.053128,2
3.333333,1680029369.168177,2
3.633333,1680029369.256243,2
3.908563,1680029369.372464,2
4.164411,1680029369.459228,2
4.404541,1680029369.583005,2
4.631580,1680029369.662662,2
4.847489,1680029369.662842,2
5.053781,1680029369.784595,2
5.251653,1680029369.865631,2
5.442069,1680029369.865735,2
5.625823,1680029369.985935,2
5.803574,1680029369.986159,2
5.975882,1680029370.067777,2
6.143221,1680029370.067990,2
6.306002,1680029370.186760,2
6.464581,1680029370.186868,2
6.619270,1680029370.269648,2
6.770345,1680029370.269756,2
6.918047,1680029370.269870,2
7.062597,1680029370.388224,2
7.204188,1680029370.388346,2
7.342996,1680029370.471086,2
7.479180,1680029370.471239,2
7.612885,1680029370.471394,2
7.744241,1680029370.597436,2
7.873369,1680029370.597599,2
8.000380,1680029370.674509,2
8.125374,1680029370.674525,2
8.248445,1680029370.674535,2
1.000000,1680029370.798395,4
1.000000,1680029370.799838,2
1.000000,1680029370.876273,2
1.000000,1680029370.876395,2
1.000000,1680029371.002041,2
2.000000,1680029371.006769,2
3.000000,1680029371.077930,2
3.333333,1680029371.077954,2
1.000000,1680029371.212373,2
1.000000,1680029371.213081,2
1.000000,1680029371.213694,2
1.000000,1680029371.214090,2
1.000000,1680029371.214476,2
1.000000,1680029371.214850,2
1.000000,1680029371.215224,2
1.000000,1680029371.215604,2
1.000000,1680029371.216080,2
2.000000,1680029371.280979,2
3.000000,1680029371.416886,2
3.333333,1680029371.416908,2
1.000000,1680029371.417062,2
1.000000,1680029371.417392,2
1.000000,1680029371.418029,2
1.000000,1680029371.418494,2
1.000000,1680029371.418917,2
1.000000,1680029371.419645,2
1.000000,1680029371.420086,2
1.000000,1680029371.481199,2
1.000000,1680029371.617677,2
1.000000,1680029371.619432,2
2.000000,1680029371.619654,2
3.000000,1680029371.620153,2
3.333333,1680029371.620408,2
1.000000,1680029371.621310,2
1.000000,1680029371.621721,2
1.000000,1680029371.622098,2
1.000000,1680029371.683271,2
1.000000,1680029371.817915,2
1.000000,1680029371.821155,2
1.000000,1680029371.821261,2
2.000000,1680029371.821543,2
3.000000,1680029371.829372,2
3.333333,1680029371.829495,2
3.633333,1680029371.829510,2
3.908563,1680029371.829523,2
1.000000,1680029371.884511,2
1.000000,1680029372.017458,2
1.000000,1680029372.022672,2
1.000000,1680029372.022750,2
1.000000,1680029372.022828,2
1.000000,1680029372.022911,2
1.000000,1680029372.031839,2
2.000000,1680029372.032740,2
3.000000,1680029372.033546,2
3.333333,1680029372.087902,2
3.633333,1680029372.221088,2
3.908563,1680029372.229309,2
1.000000,1680029372.229475,2
1.000000,1680029372.229584,2
1.000000,1680029372.232752,2
1.000000,1680029372.232969,2
1.000000,1680029372.233101,2
1.000000,1680029372.233898,2
1.000000,1680029372.289854,2
1.000000,1680029372.434250,2
2.000000,1680029372.435857,2
3.000000,1680029372.437027,2
3.333333,1680029372.437249,2
1.000000,1680029372.437639,2
1.000000,1680029372.438071,2
1.000000,1680029372.491022,2
1.000000,1680029372.634345,2
1.000000,1680029372.636304,2
2.000000,1680029372.636498,2
3.000000,1680029372.638541,2
3.333333,1680029372.638977,2
3.633333,1680029372.691638,2
3.908563,1680029372.836384,2
1.000000,1680029372.838368,2
1.000000,1680029372.838752,2
1.000000,1680029372.839310,2
1.000000,1680029372.840854,2
2.000000,1680029372.841617,2
3.000000,1680029372.842328,2
3.333333,1680029373.041421,2
3.633333,1680029373.041449,2
3.908563,1680029373.042659,2
1.000000,1680029373.044462,2
1.000000,1680029373.045253,2
1.000000,1680029373.045931,2
2.000000,1680029373.046823,2
3.000000,1680029373.244266,2
3.333333,1680029373.247189,2
3.633333,1680029373.247204,2
3.908563,1680029373.249913,2
1.000000,1680029373.250051,2
1.000000,1680029373.446467,2
2.000000,1680029373.446797,2
3.000000,1680029373.448420,2
3.333333,1680029373.451479,2
3.633333,1680029373.649313,2
3.908563,1680029373.649340,2
1.000000,1680029373.650073,2
1.000000,1680029373.651943,2
2.000000,1680029373.653094,2
3.000000,1680029373.654474,2
3.333333,1680029373.850290,2
3.633333,1680029373.853765,2
3.908563,1680029373.853783,2
1.000000,1680029373.854244,2
1.000000,1680029373.864380,2
2.000000,1680029373.864795,2
3.000000,1680029374.054059,2
3.333333,1680029374.055943,2
3.633333,1680029374.070744,2
3.908563,1680029374.070842,2
1.000000,1680029374.257232,2
2.000000,1680029374.257504,2
